"Nation_fk" "Region5" "Region6" "Ctry_EditorialName" "Question_Year" "GRI_Q_1" "GRI_Q_2" "GRI_Q_3" "GRI_Q_4" "GRI_Q_5" "GRI_Q_6" "GRI_Q_7" "GRI_Q_8" "GRI_Q_9" "GRI_Q_10" "GRI_Q_11" "GRI_Q_11_Christianity" "GRI_Q_11_Islam" "GRI_Q_11_Buddhism" "GRI_Q_11_Hinduism" "GRI_Q_11_Judaism" "GRI_Q_11_Folk_Religions" "GRI_Q_11_Other_Religions" "GRI_Q_12" "GRI_Q_13" "GRI_Q_14" "GRI_Q_15" "GRI_Q_16" "GRI_Q_16_reasons" "GRI_Q_17" "GRI_Q_18" "GRI_Q_19" "GRI_Q_19_extent" "GRI_Q_19_Abuse" "GRI_Q_19_Deaths" "GRI_Q_19_Displacements" "GRI_Q_19_Detentions" "GRI_Q_19_Property_Damage" "GRI_Q_20_1" "GRI_Q_20_2" "GRI_Q_20_3" "GRI_Q_20_3_a" "GRI_Q_20_3_b" "GRI_Q_20_3_c" "GRI_Q_20_4" "GRI_Q_20_5" "SHI_Q_1_Harassment" "SHI_Q_1_PropertyDamage" "SHI_Q_1_Detentions" "SHI_Q_1_Displacements" "SHI_Q_1_Assaults" "SHI_Q_1_Deaths" "SHI_Q_1_Extent" "SHI_Q_1_harass_Christianity" "SHI_Q_1_harass_Islam" "SHI_Q_1_harass_Buddhism" "SHI_Q_1_harass_Hinduism" "SHI_Q_1_harass_Judaism" "SHI_Q_1_harass_Folk_Religions" "SHI_Q_1_harass_Other_Religions" "SHI_Q_2" "SHI_Q_3" "SHI_Q_4" "SHI_Q_4_extent" "SHI_Q_5" "SHI_Q_5_extent" "SHI_Q_6" "SHI_Q_7" "SHI_Q_8" "SHI_Q_9" "SHI_Q_10" "SHI_Q_11" "SHI_Q_12" "SHI_Q_13" "GRX_22_blasphemy" "GRX_22_apostasy" "GRX_22_hate_speech" "GRX_22_criticism_of_religion" "GRX_30"
"11" 2 "Europe                  " "Europe                  " "Albania                         " 2010 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.67 1 0.2 0 0 0 0 0.2 0 0.25 1 0 1 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"12" 2 "Europe                  " "Europe                  " "Albania                         " 2011 0 0 0 0.67 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0.25 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"13" 2 "Europe                  " "Europe                  " "Albania                         " 2012 0 0 0 0.67 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.33 1 0.2 0 0 0 0 0.2 0 0.25 0.5 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"14" 2 "Europe                  " "Europe                  " "Albania                         " 2013 0 0 0 0.67 0 0 0 0 0 1 0.5 1 0 0 0 0 0 0 1 0 0.67 0 0 0 0 0.33 1 0.2 0 0 0 0 0.2 0 0.25 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0
"15" 3 "Middle East-North Africa" "Middle East-North Africa" "Algeria                         " 2007 1 1 0.67 1 0.5 0.5 1 1 0.5 0 0 0 0 0 0 0 0 0 1 1 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0.17 0 1 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 0.5 NA NA NA NA NA
"16" 3 "Middle East-North Africa" "Middle East-North Africa" "Algeria                         " 2008 1 1 0.67 1 0.5 0.5 1 1 0.5 1 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0.4 0 0 0.2 0.2 0.4 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0.17 1 0 1 0 1 0 0 0.5 1 1 1 0 0 0.67 1 1 0 0 0 1 0.5 NA NA NA NA NA
"17" 3 "Middle East-North Africa" "Middle East-North Africa" "Algeria                         " 2009 1 1 0.67 0.67 1 1 1 1 0.5 1 1 1 1 0 0 0 0 0 1 0 1 0 1 0.33 0 1 1 0.4 0 0.2 0 0.2 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0.17 1 1 0 0 1 0 0 0 1 1 1 0 0 0.67 1 1 1 1 0 0 0 NA NA NA NA NA
"18" 3 "Middle East-North Africa" "Middle East-North Africa" "Algeria                         " 2010 1 1 0.67 0.67 1 0.5 0 1 0.5 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 1 0.4 0 0 0 0.2 0.4 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0.33 1 0 0 0 0 0 0 0.5 0 1 1 0 0 0.67 1 1 1 0 0 1 0.5 1 0 0 1 NA
"19" 3 "Middle East-North Africa" "Middle East-North Africa" "Algeria                         " 2011 1 1 0.67 0.67 1 0.5 1 1 0.5 1 1 1 1 0 0 1 0 0 1 1 1 0 1 0.33 0 1 1 0.4 0 0.2 0.2 0.4 0.2 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0.67 1 1 0 0 0 0 0 0.5 0 1 1 0 0 0.67 1 1 1 0 0 0.5 0.5 1 0 0 1 NA
"20" 3 "Middle East-North Africa" "Middle East-North Africa" "Algeria                         " 2012 1 1 0.67 1 1 0.5 1 1 0.5 1 1 1 1 0 0 1 0 0 0 0 1 0 1 0.67 0 1 1 0.4 0 0 0 0.4 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0.5 0 1 0 0 0 0 0 0.5 0 1 1 1 0.25 0.67 1 1 1 0 1 0.5 1 1 0 0 1 NA
"21" 3 "Middle East-North Africa" "Middle East-North Africa" "Algeria                         " 2013 1 1 0.67 0.67 1 0.5 0 1 0.5 1 1 1 1 0 0 1 0 0 0 0 1 0 1 0.67 0 1 1 0.2 0 0 0 0.2 0.2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0.33 1 1 0 0 1 0 0 0.5 0 1 1 0 0 0.33 1 1 1 1 1 0 0.5 1 0 0 0 1
"22" 5 "Europe                  " "Europe                  " "Andorra                         " 2007 0 0.67 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0.75 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA
"23" 5 "Europe                  " "Europe                  " "Andorra                         " 2008 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 1 1 1 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 NA NA NA NA NA
"24" 5 "Europe                  " "Europe                  " "Andorra                         " 2009 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0.75 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA
"25" 5 "Europe                  " "Europe                  " "Andorra                         " 2010 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0.75 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"26" 5 "Europe                  " "Europe                  " "Andorra                         " 2011 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0.25 1 1 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"27" 5 "Europe                  " "Europe                  " "Andorra                         " 2012 0 0.67 0 0.33 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0.75 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"28" 5 "Europe                  " "Europe                  " "Andorra                         " 2013 0 0.67 0 0.33 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0.75 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"29" 6 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Angola                          " 2007 0.5 0.67 0.33 1 0 0 0 0 0 0 0.5 0 1 0 0 0 0 0 1 0 0.67 0 1 0.67 0 1 0 0 0 0 0 0 0 0 0.5 1 1 1 0 0 0 1 0 0 0 1 1 0.5 0 0 0 0 0 1 0 0 0 0 0 0 0 0.67 0.67 1 1 1 0 0 0 NA NA NA NA NA
"30" 6 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Angola                          " 2008 0.5 0.67 0.33 0.33 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 1 0.33 0 1 0.67 0 0.67 1 0.4 0 0 0 0.4 0 0 0.25 1 0 1 0 0 0 1 1 1 0 0 0 0.5 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0.67 1 0 0 0 0 0 NA NA NA NA NA
"31" 6 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Angola                          " 2009 0.5 0.67 0.33 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 1 0.33 0 1 1 0.2 0 0 0 0 0.2 0 0.5 0 0 0 0 0 0 1 0 0 0 0 0 0.17 0 0 0 0 0 1 0 0 0 0 0 0 0 0.33 0 1 0 0 0 0 0 NA NA NA NA NA
"32" 6 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Angola                          " 2010 0 0.33 0.33 0.33 0 0.5 0 1 0 0 1 0 1 0 0 0 1 0 0 1 1 0 1 0.67 0 1 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 1 1 0 0 1 1 1 0.67 0 1 0 0 0 1 0 0 0 0 0 0 0 0.33 0 1 0 1 0 0 0 0 0 0 0 NA
"33" 6 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Angola                          " 2011 0 0.33 0.67 1 0 0.5 0 1 0 0 1 0 1 0 0 0 1 0 1 1 1 0 1 0.67 0 1 1 0.4 0 0 0 0 0.4 0 0.75 0 0 0 0 0 0 1 0 0 1 1 1 0.67 0 1 0 0 0 1 0 0 0 0 0 0 0 0.67 0.33 1 0 0 0 0 0 0 0 0 0 NA
"34" 6 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Angola                          " 2012 0 0.33 0.67 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0.67 0 1 1 0.4 0 0 0 0 0.4 0 0.75 1 0 0 1 0 0 1 0 0 1 1 1 0.67 1 1 0 0 0 1 0 0 0 0 0 0 0 0.67 0.33 1 1 1 0 0 0 0 0 0 0 NA
"35" 6 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Angola                          " 2013 0 0.33 0.67 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 1 1 1 1 0.67 0 1 1 0.2 0 0 0 0 0.2 0 0.75 0 0 0 0 0 0 1 1 0 1 1 1 0.83 1 1 0 0 0 1 0 0 0 0 0 0 0 0.33 0.67 1 1 0 0 0 0 0 0 0 0 0
"36" 8 "Americas                " "Latin America-Caribbean " "Antigua and Barbuda             " 2007 0 0.67 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0.5 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 NA NA NA NA NA
"37" 8 "Americas                " "Latin America-Caribbean " "Antigua and Barbuda             " 2008 0 0.67 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 NA NA NA NA NA
"38" 8 "Americas                " "Latin America-Caribbean " "Antigua and Barbuda             " 2009 0 0.67 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0.5 0 0.5 0.5 0 0 1 0 0 0 0 0 0.17 0 0 0 0 0 1 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0 0 NA NA NA NA NA
"39" 8 "Americas                " "Latin America-Caribbean " "Antigua and Barbuda             " 2010 0 0.67 0.33 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0.5 0 0 1 0 0 0 0 0 0.17 0 0 0 0 0 0 1 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0 0 0 NA
"40" 8 "Americas                " "Latin America-Caribbean " "Antigua and Barbuda             " 2011 0 0.67 0.33 1 0 0 0 0 0 0 0.5 0 1 0 0 0 0 1 0 1 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0.5 0.5 0 0.5 0.5 0 0 1 0 0 0 0 0 0.17 0 0 0 0 0 0 1 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0 0 0 NA
"41" 8 "Americas                " "Latin America-Caribbean " "Antigua and Barbuda             " 2012 0 0.67 0.33 1 0 0 0 0 0 0 0.5 0 0 0 0 0 0 1 0 1 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0.5 0.5 0 0.5 0.5 0 0 1 0 0 0 0 0 0.17 0 0 0 0 0 0 1 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0 0 0 NA
"42" 8 "Americas                " "Latin America-Caribbean " "Antigua and Barbuda             " 2013 0 0.67 0.33 1 0 0 0 0 0 1 0.5 0 0 0 0 0 0 1 0 0 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0.5 0.5 0 0.5 0.5 0 0 1 0 0 0 0 0 0.17 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"43" 9 "Americas                " "Latin America-Caribbean " "Argentina                       " 2007 0.5 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 1 0 0 0 0 0 0 0 1 0.75 1 1 0 1 0 0 1 0 0 0 0 0 0.17 0 0 0 0 1 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0 0 NA NA NA NA NA
"44" 9 "Americas                " "Latin America-Caribbean " "Argentina                       " 2008 0.5 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 1 1 0 0 0 0 0.33 0 0 0 0 1 0 0 0 0 0 0 0 0 0.67 0.33 0 0 0 0 0 0 NA NA NA NA NA
"45" 9 "Americas                " "Latin America-Caribbean " "Argentina                       " 2009 0.5 0.67 0 0 0 0 0 1 0.5 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 1 1 0.2 0 0 0.2 0 0 1 0.75 1 1 1 1 0 0 1 0 0 0 1 0 0.33 0 0 0 0 1 0 0 0 0 1 0.25 0 0 0.67 0 0 0 0 0 0 0 NA NA NA NA NA
"46" 9 "Americas                " "Latin America-Caribbean " "Argentina                       " 2010 0.5 0.67 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0.75 1 1 0 1 0 0 1 1 0 0 0 0 0.33 0 0 0 0 1 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 NA
"47" 9 "Americas                " "Latin America-Caribbean " "Argentina                       " 2011 0.5 0.67 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 1 1 0 0 1 0 0.5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.33 0 0 1 0 0 0 0 0 0 0 NA
"48" 9 "Americas                " "Latin America-Caribbean " "Argentina                       " 2012 0.5 0.67 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 1 1 0 0 1 0 0.5 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 NA
"49" 9 "Americas                " "Latin America-Caribbean " "Argentina                       " 2013 0.5 0.67 0 0 0 0 0 0 0.5 0 0.5 0 0 0 0 1 0 0 0 0 0.67 0 0 0 0 0.67 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 1 1 0 0 1 0 0.5 0 0 0 0 1 0 0 0 0 0 0 0 0 0.33 0 0 0 1 0 0 0 0 0 0 0 0
"50" 10 "Asia-Pacific            " "Asia-Pacific            " "Armenia                         " 2007 0 0.33 0.33 0.33 0 1 0 1 0.5 0 0.5 1 0 0 0 0 0 0 0 1 0.67 0 0 0 0 0.33 1 0.4 0 0 0 0.4 0 1 1 0.5 0 0.5 0 0 0 1 0 1 0 0 0 0.33 1 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 1 0 1 0 0.5 0 NA NA NA NA NA
"51" 10 "Asia-Pacific            " "Asia-Pacific            " "Armenia                         " 2008 0 0.33 0.67 0.33 0 1 0 1 0.5 0 0.5 1 0 0 0 1 0 0 1 1 0.67 0 0 0 0 1 1 0.4 0 0 0 0.4 0 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0.5 1 0 0 0 1 0 0 0 0 0 0 0 0 0.67 1 1 0 0 0 0 0 NA NA NA NA NA
"52" 10 "Asia-Pacific            " "Asia-Pacific            " "Armenia                         " 2009 0 0.33 0.33 0.67 0 1 0 1 0 0 0.5 1 0 0 0 0 0 0 0 1 0.67 1 0 0 0 1 1 0.4 0 0 0 0.4 0 1 1 1 1 0 1 0 0 1 0 1 0 1 0 0.5 1 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 1 1 0 1 0 NA NA NA NA NA
"53" 10 "Asia-Pacific            " "Asia-Pacific            " "Armenia                         " 2010 0 0.33 0.67 0.67 0.5 1 0 1 0.5 0 1 1 0 0 0 0 0 0 1 0 0.67 0 0 0 0 1 1 0.4 0 0 0 0.4 0 1 1 1 1 0 1 1 0 1 1 0 0 0 0 0.33 1 1 0 0 1 0 1 0 0 0 0 1 0.25 0.67 0.33 1 1 1 0 1 0 0 0 1 0 NA
"54" 10 "Asia-Pacific            " "Asia-Pacific            " "Armenia                         " 2011 0 0.33 0.67 0.67 0.5 1 1 1 0 0 1 1 0 0 0 0 0 0 1 1 0.67 1 0 0 0 1 1 0.4 0 0 0 0.4 0 1 1 1 1 0 0 0.5 0 1 1 0 0 1 0 0.5 1 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0.33 1 1 1 0 1 0.5 0 0 1 0 NA
"55" 10 "Asia-Pacific            " "Asia-Pacific            " "Armenia                         " 2012 0 0.33 0.67 0.67 0.5 1 1 1 0 0 1 1 0 0 0 0 0 0 1 1 0.67 1 0 0 0 1 1 0.4 0 0 0 0.4 0 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0.17 1 1 0 0 0 0 0 0 0 0 0 0 0 0.67 0.33 1 1 1 0 1 1 0 0 1 0 NA
"56" 10 "Asia-Pacific            " "Asia-Pacific            " "Armenia                         " 2013 0 0.33 0.67 0.67 0 1 1 1 0 0 1 1 0 0 0 0 0 1 1 0 0.67 1 0 0 0 1 1 0.4 0 0 0 0.4 0 1 1 1 1 0 0 1 0 1 1 1 0 1 0 0.67 1 0 0 0 0 0 0 0 0 0 0 0 0 0.67 1 1 1 1 0 1 0.5 0 0 1 0 0
"57" 12 "Asia-Pacific            " "Asia-Pacific            " "Australia                       " 2007 0 0 0 0.33 1 0 0 0 0 0 0.5 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0.33 1 0.4 0 0 0 0.4 0 0 0 0.5 0.5 0 0 0 0 1 0 0 0 0 0 0.17 0 1 0 0 1 0 0 0.5 0 0 0 0 0 0.67 0 0 0 0 1 0 0 NA NA NA NA NA
"58" 12 "Asia-Pacific            " "Asia-Pacific            " "Australia                       " 2008 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0.5 0 0 1 1 0 0 1 0 0.5 0 1 0 0 1 0 1 0 0 0 0 0 0 0.67 0.33 1 0 0 0 0 0 NA NA NA NA NA
